article_url,commenter,comment_date,comment
https://www.hespress.com/%d9%88%d9%87%d8%a8%d9%8a-%d9%8a%d8%b3%d8%aa%d8%b9%d8%b1%d8%b6-%d8%a3%d9%85%d8%a7%d9%85-%d9%85%d8%ac%d9%84%d8%b3-%d8%a7%d9%84%d8%ad%d9%83%d9%88%d9%85%d8%a9-%d8%aa%d9%81%d8%b9%d9%8a%d9%84-%d9%85%d9%82-1488370.html,مواطن,الجمعة 27 دجنبر 2024 - 03:22,اولا و بكل إحترامنتمنى الخير لهذا الوطن،نتمنى التوفيق والنجاح لهذا الوطن،  للأطفال، للنساء و  للرجال،نريدها مدونة للأسرة و ليست مدونة للمرأة فقط.لأنه تهمنا مصلحة الوطن بالدرجة الأولى،من بين النقط الإيجابية :زواج المطلقة مع الحفاظ على حق الحظانة   و حق نفقة الاولاد و كذلك أن تتصرف في كل ما يخص الأطفال من سفر، و دراسة، و جواز سفر، و كل ما يتعلق بالنيابة القانونية على الأطفال ان تكون مشتركة بعد الطلاق.النقاط السلبيةالتي غالباً ستهذم الأسرة و ستشجع النساء على الشقاق هي مسألة السكن و اقتسام كل الممتلكات.من الأفضل إلغاء هذه النقطة. لمصلحة الوطن و لمصلحة الهرم السكاني  للبلد في المستقبل.وكذلكنقط الإرث من الأفضل ترك ذالك  الأمر شخصي مع إمكانية الوصية و كل واحد يتصرف حسب ضميره و حسب تدينه.شكراً هسبريس على النشر
https://www.hespress.com/%d9%88%d9%87%d8%a8%d9%8a-%d9%8a%d8%b3%d8%aa%d8%b9%d8%b1%d8%b6-%d8%a3%d9%85%d8%a7%d9%85-%d9%85%d8%ac%d9%84%d8%b3-%d8%a7%d9%84%d8%ad%d9%83%d9%88%d9%85%d8%a9-%d8%aa%d9%81%d8%b9%d9%8a%d9%84-%d9%85%d9%82-1488370.html,الغيث,الجمعة 27 دجنبر 2024 - 03:28,اللهم نسألك حسن الخاتمة ولا تلبسنا لباس الجوع والخوف والمرض بذنوبنا … استغفر الله العظيم.. اللهم اسقينا الغيث  ولا تجعلنا من القانطين
https://www.hespress.com/%d9%88%d9%87%d8%a8%d9%8a-%d9%8a%d8%b3%d8%aa%d8%b9%d8%b1%d8%b6-%d8%a3%d9%85%d8%a7%d9%85-%d9%85%d8%ac%d9%84%d8%b3-%d8%a7%d9%84%d8%ad%d9%83%d9%88%d9%85%d8%a9-%d8%aa%d9%81%d8%b9%d9%8a%d9%84-%d9%85%d9%82-1488370.html,زهير,الجمعة 27 دجنبر 2024 - 05:21,مدونة تصب في تدمير الزوج المسكين الذي بالكاد يلبي حاجيات أسرته ، و تاتي زوجته محرضة من طرف أمها و اخواتها يطلبون منها تربية زوجها بإعطائها الهدايا و الاكراميات اذا اراد علاقة حميمية او طلب خدمة بسيطة .يريدون محاربة الطلاق على حساب الزوج!!!!
https://www.hespress.com/%d9%88%d9%87%d8%a8%d9%8a-%d9%8a%d8%b3%d8%aa%d8%b9%d8%b1%d8%b6-%d8%a3%d9%85%d8%a7%d9%85-%d9%85%d8%ac%d9%84%d8%b3-%d8%a7%d9%84%d8%ad%d9%83%d9%88%d9%85%d8%a9-%d8%aa%d9%81%d8%b9%d9%8a%d9%84-%d9%85%d9%82-1488370.html,حنان,الجمعة 27 دجنبر 2024 - 06:22,الحرام بين والحلال بين  ولا حول ولا قوة الا باللهالمرجوا شرح هده الآيات القرآنية والحديث النبوي الشريفقوله تعالى : ( يا أيها النبي لم تحرم ما أحل الله لك تبتغي مرضاة أزواجك والله غفور رحيم ( 1 )قوله تعالى : ( وَمَا آتَاكُمُ الرَّسُولُ فَخُذُوهُ وَمَا نَهَاكُمْ عَنْهُ فَانْتَهُوا وَاتَّقُوا اللَّهَ إِنَّ اللَّهَ شَدِيدُ الْعِقَابِ )روى عبد الله بن عمرو أن امرأة قالت: “يا رسول الله، إن ابني هذا كان بطني له وعاء، وثديي له سقاء، وحجري له حواء، وإن أباه طلقني وأراد أن ينزعه مني.” فقال لها النبي صلى الله عليه وسلم: “أنتِ أحق به ما لم تنكحي.قال الله تعالى:“الرِّجَالُ قَوَّامُونَ عَلَى النِّسَاءِ بِمَا فَضَّلَ اللَّهُ بَعْضَهُمْ عَلَى بَعْضٍ وَبِمَا أَنْفَقُوا مِنْ أَمْوَالِهِمْ”وقوله : ( وَمَا كَانَ لِمُؤْمِنٍ وَلا مُؤْمِنَةٍ إِذَا قَضَى اللَّهُ وَرَسُولُهُ أَمْراً أَنْ يَكُونَ لَهُمُ الْخِيَرَةُ مِنْ أَمْرِهِمْ وَمَنْ يَعْصِ اللَّهَ وَرَسُولَهُ فَقَدْ ضَلَّ ضَلالاً مُبِيناً )
https://www.hespress.com/%d9%88%d9%87%d8%a8%d9%8a-%d9%8a%d8%b3%d8%aa%d8%b9%d8%b1%d8%b6-%d8%a3%d9%85%d8%a7%d9%85-%d9%85%d8%ac%d9%84%d8%b3-%d8%a7%d9%84%d8%ad%d9%83%d9%88%d9%85%d8%a9-%d8%aa%d9%81%d8%b9%d9%8a%d9%84-%d9%85%d9%82-1488370.html,nawaf,الجمعة 27 دجنبر 2024 - 06:26,العدو الاول للشعب المغربي هي حكومة اخنوس. فهي اسوأء من الجفاف و كورونا و التصخم. لم ينجزوا الا ما يضر بالشعب.
https://www.hespress.com/%d9%88%d9%87%d8%a8%d9%8a-%d9%8a%d8%b3%d8%aa%d8%b9%d8%b1%d8%b6-%d8%a3%d9%85%d8%a7%d9%85-%d9%85%d8%ac%d9%84%d8%b3-%d8%a7%d9%84%d8%ad%d9%83%d9%88%d9%85%d8%a9-%d8%aa%d9%81%d8%b9%d9%8a%d9%84-%d9%85%d9%82-1488370.html,الإرث بالتعصيب,الجمعة 27 دجنبر 2024 - 07:30,شرع الله خط احمر، لا يجب المساس به. لكن يجب إعادة النظر في الارث بالتعصيب، الذي يسمح بالعم و ابن العم بمزاحمة البنات و تشريدهم.الارث بالتعصيب، غير موجود في القرآن الكريم، هو مجرد اجتهاد فقهي للمذاهب الفقهية الأربعة.هناك العديد من الحالات، العم يطالب بقسيم اثاث المنزل، قبل دفن الهالك. العديد من البنات تم رميهم إلى الشارع، لكون العم يطالب بقسمة العقار، الذي قد يكون سكن اجتماعي.الأسرة هي أساس المجتمع، تشريد الأسرة المكونة فقط من البنات هو تهديد كيان المجتمع.حفظ الله الأسرة المغربية المسلمة من كل شر
https://www.hespress.com/%d9%88%d9%87%d8%a8%d9%8a-%d9%8a%d8%b3%d8%aa%d8%b9%d8%b1%d8%b6-%d8%a3%d9%85%d8%a7%d9%85-%d9%85%d8%ac%d9%84%d8%b3-%d8%a7%d9%84%d8%ad%d9%83%d9%88%d9%85%d8%a9-%d8%aa%d9%81%d8%b9%d9%8a%d9%84-%d9%85%d9%82-1488370.html,معروف,الجمعة 27 دجنبر 2024 - 07:38,هذه المدونة لو تم اعتمادها ستؤدي إلى تفشي الجريمة، إذ الزوج حين تنتزع منه ما يملك ويطرد من بيته ماذا عساه يفعل؟؟ ؟
https://www.hespress.com/%d9%88%d9%87%d8%a8%d9%8a-%d9%8a%d8%b3%d8%aa%d8%b9%d8%b1%d8%b6-%d8%a3%d9%85%d8%a7%d9%85-%d9%85%d8%ac%d9%84%d8%b3-%d8%a7%d9%84%d8%ad%d9%83%d9%88%d9%85%d8%a9-%d8%aa%d9%81%d8%b9%d9%8a%d9%84-%d9%85%d9%82-1488370.html,إشعال نار الفتنة,الجمعة 27 دجنبر 2024 - 08:02,المدونة أشعلت نار الحرب بين الأزواج ونشر الفتن..الداعين لتيفكيك الأسرة وفساد المرأة ونشر الرديلة في المجتمع.. ذالك أنه هو فاشل في إنشاء أسرة،  فهو مطلق وضعه الاسري كارثي،  يعيش التعاسة ، ويصب فشله وحقده على الإسلام والمسلمين والعرب من لسانه المليئ بالسموم… هذه دولة مسامة وشعب مسلم لايسمح لمثل هولاء أن يغيروا حدود الله، فتلك حدود الله لايمكن أن نتعداها، ومن يتعد حدود الله فؤلاءك هم الظالمون..
https://www.hespress.com/%d9%88%d9%87%d8%a8%d9%8a-%d9%8a%d8%b3%d8%aa%d8%b9%d8%b1%d8%b6-%d8%a3%d9%85%d8%a7%d9%85-%d9%85%d8%ac%d9%84%d8%b3-%d8%a7%d9%84%d8%ad%d9%83%d9%88%d9%85%d8%a9-%d8%aa%d9%81%d8%b9%d9%8a%d9%84-%d9%85%d9%82-1488370.html,احمد,الجمعة 27 دجنبر 2024 - 08:19,هذه مدونة فيها اشياء تحرف كلام الله وليست من الدين بل هي ضلال وتكديب لايات الله ونحن كمسلمين لا نقبلهاوعلى فقهاء ان يتدخلوا ويمنعوا هذا الضلال
https://www.hespress.com/%d9%88%d9%87%d8%a8%d9%8a-%d9%8a%d8%b3%d8%aa%d8%b9%d8%b1%d8%b6-%d8%a3%d9%85%d8%a7%d9%85-%d9%85%d8%ac%d9%84%d8%b3-%d8%a7%d9%84%d8%ad%d9%83%d9%88%d9%85%d8%a9-%d8%aa%d9%81%d8%b9%d9%8a%d9%84-%d9%85%d9%82-1488370.html,عبدو عبدو,الجمعة 27 دجنبر 2024 - 08:24,يقول المثل ادا أسندت الأمور إلى غيرها فانتظر الساعة،  نطالب من جلالة الملك عدم الموافقة على هده المدونة المشؤومة   لأنها ستكون هي السبب في تخريب المجتمع المغربي    الرأي العام المغربي رجال و نساء غير راضيين بها.
https://www.hespress.com/%d9%88%d9%87%d8%a8%d9%8a-%d9%8a%d8%b3%d8%aa%d8%b9%d8%b1%d8%b6-%d8%a3%d9%85%d8%a7%d9%85-%d9%85%d8%ac%d9%84%d8%b3-%d8%a7%d9%84%d8%ad%d9%83%d9%88%d9%85%d8%a9-%d8%aa%d9%81%d8%b9%d9%8a%d9%84-%d9%85%d9%82-1488370.html,الزواج بالنية,الجمعة 27 دجنبر 2024 - 08:29,"لكل من خايف تقتسم معاه مرتو الأموال إيلا طلقو نقول, الزواج ميثاق غليظ و عندما تنوي الزواج و عقد الميثاق الغليظ و استحلال فروج بنات الناس بما أحل الله عليك أن تكون قلبتي على بنت الناس مولات التربية و الأخلاق لا الأموال و أنك تطهر قلبك من كل ضغينة و شر و أن تسأل الله أن يبارك لكما في زواجكما و أن يديم عشرتكما و المودة و الرحمة بينكما إلى أن يأخذكما و أن يرزقك و يعينك على القوامة. ماشي باغي تتزوج و كتقلب ضروري على اللي خدامة و تجيب مانضة باش تصرف معاك و خايف تتفارقو و تقسم معاك. هكذا راكم مفارقين قبل متزوجو.اختار صاحبة الخلق المربية تربية حسنة و اسألو الله من رزقه.أما إيلا دخلتي الزواج و نتا خايف على فلوسك و حاضي راسك بحال إيلا لاعب ماتش غير عول من الأول زواجكم فاشل.لمرا كتبغي الرجل الكريم و كلما زاد كرمه كلما حافظت على أمواله و صانته و صانتها، أما إيلا حسات بيه طماع و بخيل كتخربلو جيبو.قالو جدودنا لمغاربة: الزواج بالنية و … كملها أعمي"
https://www.hespress.com/%d9%88%d9%87%d8%a8%d9%8a-%d9%8a%d8%b3%d8%aa%d8%b9%d8%b1%d8%b6-%d8%a3%d9%85%d8%a7%d9%85-%d9%85%d8%ac%d9%84%d8%b3-%d8%a7%d9%84%d8%ad%d9%83%d9%88%d9%85%d8%a9-%d8%aa%d9%81%d8%b9%d9%8a%d9%84-%d9%85%d9%82-1488370.html,مدونة ظالمة وستنشر الفتنة,الجمعة 27 دجنبر 2024 - 08:57,مدونة وهبي العلمانية ستخرب المجتمع وستدفع إلى العزوف اكثر عن الزواج وتفشي الرذيلة والزنا، وهذا ما يريده العلمانيون الذين ينفذون أوامر غربية ببلادنا. وبدل تخفيض الطلاق ستزيد منه، لأنها ستشجع الزوجات الجماعات على نيل ارث اكبر من حقها وفي عز حياة الزوج وذلك عبر الشقاق وطلب الطلاق من القاضي بسهولة ونيل ثروة زوجها بيسر لتعيش مع عشيقها. يمكن للزوجات خلق علاقات جنسية وحميمية مع رحال آخرين أمام الزوج، أما يرضى واما ستطلقه وتناول نصف ما بنى وكد عليه وتعب طوال حياته. هذا ظلم وسعي الى الفتنة والنزاع والخصومات داخل الاسر، بل الى الجريمة كذلك..
https://www.hespress.com/%d9%88%d9%87%d8%a8%d9%8a-%d9%8a%d8%b3%d8%aa%d8%b9%d8%b1%d8%b6-%d8%a3%d9%85%d8%a7%d9%85-%d9%85%d8%ac%d9%84%d8%b3-%d8%a7%d9%84%d8%ad%d9%83%d9%88%d9%85%d8%a9-%d8%aa%d9%81%d8%b9%d9%8a%d9%84-%d9%85%d9%82-1488370.html,camal camal,الجمعة 27 دجنبر 2024 - 09:03,هل حقا الى تزوجت المرأة زوجا اخر تاتي به الى منزل الزوج الاول والاول يخرج من البيت من بعد كان يخلص طول حياته في ديك الدار مافهمت والو واش بغيتوا تحمقوني فهموني الله يرحم الوالدين
https://www.hespress.com/%d9%88%d9%87%d8%a8%d9%8a-%d9%8a%d8%b3%d8%aa%d8%b9%d8%b1%d8%b6-%d8%a3%d9%85%d8%a7%d9%85-%d9%85%d8%ac%d9%84%d8%b3-%d8%a7%d9%84%d8%ad%d9%83%d9%88%d9%85%d8%a9-%d8%aa%d9%81%d8%b9%d9%8a%d9%84-%d9%85%d9%82-1488370.html,ابن البناء,الجمعة 27 دجنبر 2024 - 09:22,باحترامي السادة والسبدات المحامون.السياسة ليست شأنكمكما هي العسكر.ونحن لنا الثقة التامة في توجهات الملك ومحدوديات تفكيرنا.ومالنا الا الدعاء له بالشفاء و ان يصلح بطانته التي تعينه على تدبير الشأن العام.وكل من يريد به وبنا شرا فرد كيده في نحره.ورسالتي للنساء والرجالالزواج كما علمتنا امهاتنا مثل القران.من اخل او غدر او دنسه فالله اولى بهوما الحياة الدنيا الامتاع.
https://www.hespress.com/%d9%88%d9%87%d8%a8%d9%8a-%d9%8a%d8%b3%d8%aa%d8%b9%d8%b1%d8%b6-%d8%a3%d9%85%d8%a7%d9%85-%d9%85%d8%ac%d9%84%d8%b3-%d8%a7%d9%84%d8%ad%d9%83%d9%88%d9%85%d8%a9-%d8%aa%d9%81%d8%b9%d9%8a%d9%84-%d9%85%d9%82-1488370.html,ملاحظ بسيط,الجمعة 27 دجنبر 2024 - 09:27,هذه المدونة ستذمر الاسرة والمجتمع المغربي، وتقضي على العرق المغربي وتبذيله بعرق الافارقة، مدونة تتنافى مع الشريعة الاسلامية لانها تحرم الحلال وتشجع على الحرام، بمنعها التعدد وزواج البنات الأقل من 18 سنة وحرمان الورثة من حقوقهم واستباحة اموال وحقوق الرجل لتاكلها المراة المطلقة، انا كمغربي مسلم لا اقبل بهذه المدونة.
https://www.hespress.com/%d9%88%d9%87%d8%a8%d9%8a-%d9%8a%d8%b3%d8%aa%d8%b9%d8%b1%d8%b6-%d8%a3%d9%85%d8%a7%d9%85-%d9%85%d8%ac%d9%84%d8%b3-%d8%a7%d9%84%d8%ad%d9%83%d9%88%d9%85%d8%a9-%d8%aa%d9%81%d8%b9%d9%8a%d9%84-%d9%85%d9%82-1488370.html,ابن البناء,الجمعة 27 دجنبر 2024 - 09:28,المشكل ليس في التعصيبالمشكل هو ام الشرع منصف للجميعفنون الرجل وترك الايتام بدون معيلمع وجود العاصب .العم الاب……فالقاضي يحكم بالنفقة الإجبارية اليتامى.من طرفهم.مادام الشرع أعطى لهم الحق في الحالة العكسية.الإرث والفقر او الفقر والتعصب.احيلكم الى السيد الشعراوي في النازلة رحة الله عليه
https://www.hespress.com/%d9%88%d9%87%d8%a8%d9%8a-%d9%8a%d8%b3%d8%aa%d8%b9%d8%b1%d8%b6-%d8%a3%d9%85%d8%a7%d9%85-%d9%85%d8%ac%d9%84%d8%b3-%d8%a7%d9%84%d8%ad%d9%83%d9%88%d9%85%d8%a9-%d8%aa%d9%81%d8%b9%d9%8a%d9%84-%d9%85%d9%82-1488370.html,البرنوصي,الجمعة 27 دجنبر 2024 - 10:43,سيقل الزواج وتكثر العنوسة وتكثر الأمهات العازبات ويعود الماسونيون والحداثيون والعلمانيون من جديد ليطالبوا بإباحة العلاقات الرضائية بحكم حقوق الإنسان وحرية الشخص أن بفعل بجسده ما يريد وسيكثر عدد أطفال هذه العلاقات المحرمة عند الله وسيدفع المجتمعة ثمن كل هذا من المال وتفكك معنى الأسرة.ستمر المرأة من زواج الى طلاق وفي كل مرة نأخذ نصف الملك ويبقى الرجل يصرف على تلمرأة الثانية وإن طلق سيتقاسم ما بقي له مع المرأة الثانية وسيقضي باقي حياته في الهروب من الفقر أما المرأة فتتربص بالازواج وفي كل مرحلة تزداد ثروتها.أما الأطفال فسيتحكم فيهم وفي تربيتهم الزوج الثاني وستكثر الاغتصابات دون أي حق الزوج الاول أن يتكلم.أما أذا توفي الرجل فإن كانت أمه تقطن في بيته فسيلقى بها الى الشارع أو الى دور العجزة حتى تتبرع الأرملة مع زوجها الثاني أما إذا كانت أخت المتوفى فسيدفع بها الى الدعارة إذا لم يكن لديها من يكفلها أو يتدخل هي الاخرى في دوامة الزواج من أجل الطلاق…والحديث بقية وما هو آت أخطر
https://www.hespress.com/%d9%88%d9%87%d8%a8%d9%8a-%d9%8a%d8%b3%d8%aa%d8%b9%d8%b1%d8%b6-%d8%a3%d9%85%d8%a7%d9%85-%d9%85%d8%ac%d9%84%d8%b3-%d8%a7%d9%84%d8%ad%d9%83%d9%88%d9%85%d8%a9-%d8%aa%d9%81%d8%b9%d9%8a%d9%84-%d9%85%d9%82-1488370.html,ذ/ هشام,الجمعة 27 دجنبر 2024 - 11:29,وجب معرفة العلاقات المالية والعاطفية بين الأب والمرأة والابناء الذين يتحملون مسؤولية صياغة بنود هذه المدونة التي سوف تأثر على الاجيال القادمة اولا.وهنا سيتجلى كونهم كتبوا كل ما نهبوه من اموال وعقارات وسيارات  لزوجاتهم ، مقابل الحرية مع العشيقاتوأنهم ممن يسمحون بجلوس ابنته مع العشيق والخروج ليلا معها ، ولهذا لا يهمه أن تعيش مع الغير.وأنا وجميع المسلمينلن نرضى بهذه التغيراتوالله المستعانوالله أعلم بالصواب وهو الموفق للصواب والحق والأمل في الله وفي صاحب الجلالة ، لكي يلجم هذه التغيرات الغير شرعية سواء في الأعراف والتقاليد او الشريعة الإسلامية؟؟؟؟؟؟؟؟؟؟؟؟؟؟؟؟؟؟؟؟؟؟؟؟؟؟؟؟؟؟؟؟؟؟؟؟
https://www.hespress.com/%d9%88%d9%87%d8%a8%d9%8a-%d9%8a%d8%b3%d8%aa%d8%b9%d8%b1%d8%b6-%d8%a3%d9%85%d8%a7%d9%85-%d9%85%d8%ac%d9%84%d8%b3-%d8%a7%d9%84%d8%ad%d9%83%d9%88%d9%85%d8%a9-%d8%aa%d9%81%d8%b9%d9%8a%d9%84-%d9%85%d9%82-1488370.html,سفيان الهولندي,الجمعة 27 دجنبر 2024 - 11:33,قريبا تبدأ خطة حكيمي بالنسبة للرجال لكي يحفضوا اموالهم وممتلكاتهم من مدونة الأسرة .
https://www.hespress.com/%d9%88%d9%87%d8%a8%d9%8a-%d9%8a%d8%b3%d8%aa%d8%b9%d8%b1%d8%b6-%d8%a3%d9%85%d8%a7%d9%85-%d9%85%d8%ac%d9%84%d8%b3-%d8%a7%d9%84%d8%ad%d9%83%d9%88%d9%85%d8%a9-%d8%aa%d9%81%d8%b9%d9%8a%d9%84-%d9%85%d9%82-1488370.html,الحومة,الجمعة 27 دجنبر 2024 - 11:48,الاهم لم يتم التطرق اليهمقترحات ناقصة مجحفة في حق الرجال
https://www.hespress.com/%d9%88%d9%87%d8%a8%d9%8a-%d9%8a%d8%b3%d8%aa%d8%b9%d8%b1%d8%b6-%d8%a3%d9%85%d8%a7%d9%85-%d9%85%d8%ac%d9%84%d8%b3-%d8%a7%d9%84%d8%ad%d9%83%d9%88%d9%85%d8%a9-%d8%aa%d9%81%d8%b9%d9%8a%d9%84-%d9%85%d9%82-1488370.html,منير,الجمعة 27 دجنبر 2024 - 11:52,الرجل يمكن انه مازال يدفع أقساط المنزل للبنك يجب عليه ان يخرج من البيت و يكتري محلا اخر و يصرف على الابناء و الزوج الجديد يعني مادا سوف يتبقى له ان تبفى شيء؟ من اين سياكل؟ هل يمكنه الزواج من جديد؟ طبعا لا. سوف يصبح الرجل تحت إمرة الزوجة و الله ما يقدر يهز الراس
https://www.hespress.com/%d9%88%d9%87%d8%a8%d9%8a-%d9%8a%d8%b3%d8%aa%d8%b9%d8%b1%d8%b6-%d8%a3%d9%85%d8%a7%d9%85-%d9%85%d8%ac%d9%84%d8%b3-%d8%a7%d9%84%d8%ad%d9%83%d9%88%d9%85%d8%a9-%d8%aa%d9%81%d8%b9%d9%8a%d9%84-%d9%85%d9%82-1488370.html,Hassan مهاجر,الجمعة 27 دجنبر 2024 - 12:40,الفتنة أشد من القتل عزوف الشباب عن الزواج كثرة الفساد
https://www.hespress.com/%d9%88%d9%87%d8%a8%d9%8a-%d9%8a%d8%b3%d8%aa%d8%b9%d8%b1%d8%b6-%d8%a3%d9%85%d8%a7%d9%85-%d9%85%d8%ac%d9%84%d8%b3-%d8%a7%d9%84%d8%ad%d9%83%d9%88%d9%85%d8%a9-%d8%aa%d9%81%d8%b9%d9%8a%d9%84-%d9%85%d9%82-1488370.html,مغربي,الجمعة 27 دجنبر 2024 - 12:44,ناشطين بهاته المدونة. التي ستاثر على المواطنين اجتماعيا واقتصاديا. وتقافيا… من ارتفاع في الأسعار. لارتفاع عدد عدم الزواج.
https://www.hespress.com/%d9%88%d9%87%d8%a8%d9%8a-%d9%8a%d8%b3%d8%aa%d8%b9%d8%b1%d8%b6-%d8%a3%d9%85%d8%a7%d9%85-%d9%85%d8%ac%d9%84%d8%b3-%d8%a7%d9%84%d8%ad%d9%83%d9%88%d9%85%d8%a9-%d8%aa%d9%81%d8%b9%d9%8a%d9%84-%d9%85%d9%82-1488370.html,مدونة الأسرة,الجمعة 27 دجنبر 2024 - 12:54,المسؤلون عن تسيير الشأن العام الفاسدون ببلادى هم من أثقل البلاد بالديون حتى أصبح تحت رحمة صندوق النقد الدولى فهو من يملى عليه تغيير القوانين من قوانين مستمدة من الشريعة الإسلامية إلى قوانين غربية غريبة عن مجتمعنا المحافظ وديننا الحنيف …
https://www.hespress.com/%d9%88%d9%87%d8%a8%d9%8a-%d9%8a%d8%b3%d8%aa%d8%b9%d8%b1%d8%b6-%d8%a3%d9%85%d8%a7%d9%85-%d9%85%d8%ac%d9%84%d8%b3-%d8%a7%d9%84%d8%ad%d9%83%d9%88%d9%85%d8%a9-%d8%aa%d9%81%d8%b9%d9%8a%d9%84-%d9%85%d9%82-1488370.html,Mhamed,الجمعة 27 دجنبر 2024 - 13:09,نحن في هذا البلد نعيش في أمن وأمان وسلم وسلام منذ قرون، ونشكل بذلك استثناء في محيطنا الإقليمي والعربي والدولي، فماذا يريد هؤلاء من هذه التعديلات؟يريدون إثارة الفتنة،والفتنة أشد من القتل، والفتنة نائمة لعن الله من أيقظها.
https://www.hespress.com/%d9%88%d9%87%d8%a8%d9%8a-%d9%8a%d8%b3%d8%aa%d8%b9%d8%b1%d8%b6-%d8%a3%d9%85%d8%a7%d9%85-%d9%85%d8%ac%d9%84%d8%b3-%d8%a7%d9%84%d8%ad%d9%83%d9%88%d9%85%d8%a9-%d8%aa%d9%81%d8%b9%d9%8a%d9%84-%d9%85%d9%82-1488370.html,عدنان,الجمعة 27 دجنبر 2024 - 16:27,أن تأخد حق رجل أفنى عمره في توفير منزل لأسرته وفي الأخير يجد نفسه في الشارع هل من العدل أن يعيش ابناءه وبناته مع رجل اخر تحت سقف واحد بحكم القانون مدا لو تعرضت انته للتحرش من طرف زوج الام. كيف ستكون الابنة حرة في ارتداء ما تريد وهي تعيش مع رجل غريب. اش غنقول أسأل الله أن يجازي من كان وراء هدا العبث.
https://www.hespress.com/%d9%88%d9%87%d8%a8%d9%8a-%d9%8a%d8%b3%d8%aa%d8%b9%d8%b1%d8%b6-%d8%a3%d9%85%d8%a7%d9%85-%d9%85%d8%ac%d9%84%d8%b3-%d8%a7%d9%84%d8%ad%d9%83%d9%88%d9%85%d8%a9-%d8%aa%d9%81%d8%b9%d9%8a%d9%84-%d9%85%d9%82-1488370.html,choukrallah,الجمعة 27 دجنبر 2024 - 17:23,هذه المدونة الجديدة الخارجة عن شرع الله تشكل خطرا على المجتمع المغربي و ستؤدي الا تدمير الأسر المغربية و هذا هو هدف الغرب محاربة الإسلام والمسلمين فالشعب المغربي مسلم و ليس علمانيا كما قال وزير الأوقاف
https://www.hespress.com/%d9%88%d9%87%d8%a8%d9%8a-%d9%8a%d8%b3%d8%aa%d8%b9%d8%b1%d8%b6-%d8%a3%d9%85%d8%a7%d9%85-%d9%85%d8%ac%d9%84%d8%b3-%d8%a7%d9%84%d8%ad%d9%83%d9%88%d9%85%d8%a9-%d8%aa%d9%81%d8%b9%d9%8a%d9%84-%d9%85%d9%82-1488370.html,محسن,الجمعة 27 دجنبر 2024 - 21:57,اتريدون ان تفرضوا على الشعب المغربي مدونة لا علاقة لها بالاسلام وغير شرعية. اطلب من ملك البلاد ان يعطي اوامره باجراء استفتاء وطني ونزيه حولها لان الامر جد حساس ويهم مستقبل المغرب والاجيال. واظن ان المغاربة قاطبة مع هذا الطلب. #استفتاء_وطني_حول_المدونة.
https://www.hespress.com/%d8%a8%d8%a7%d9%8a%d8%aa%d8%a7%d8%b3-%d8%a7%d9%84%d8%a5%d8%b9%d9%81%d8%a7%d8%a1-%d8%a7%d9%84%d9%83%d8%a7%d9%85%d9%84-%d9%85%d9%86-%d8%a7%d9%84%d8%b6%d8%b1%d9%8a%d8%a8%d8%a9-%d8%b9%d9%84%d9%89-%d8%a7-1480334.html,متير,الخميس 12 دجنبر 2024 - 14:40,حكومة اخنوش فاشلة بكل المقاييس و نتمنى مستقبلا ان نرى حكومة اخرى مكونة من احزاب أخرى تعمل لصالح المواطن و الوطن
https://www.hespress.com/%d8%a8%d8%a7%d9%8a%d8%aa%d8%a7%d8%b3-%d8%a7%d9%84%d8%a5%d8%b9%d9%81%d8%a7%d8%a1-%d8%a7%d9%84%d9%83%d8%a7%d9%85%d9%84-%d9%85%d9%86-%d8%a7%d9%84%d8%b6%d8%b1%d9%8a%d8%a8%d8%a9-%d8%b9%d9%84%d9%89-%d8%a7-1480334.html,Imad,الخميس 12 دجنبر 2024 - 14:41,نحن واثقون من نجاح هذه الحكومة، ونأمل في رؤية نتائج إيجابية تعكس التزامهم واجتهادهم، مما يساهم في تطوير بلادنا ورفاهية مواطنيها.
https://www.hespress.com/%d8%a8%d8%a7%d9%8a%d8%aa%d8%a7%d8%b3-%d8%a7%d9%84%d8%a5%d8%b9%d9%81%d8%a7%d8%a1-%d8%a7%d9%84%d9%83%d8%a7%d9%85%d9%84-%d9%85%d9%86-%d8%a7%d9%84%d8%b6%d8%b1%d9%8a%d8%a8%d8%a9-%d8%b9%d9%84%d9%89-%d8%a7-1480334.html,Farah,الخميس 12 دجنبر 2024 - 14:41,كل ما فعلته الحكومة حتى اليوم يتبين لنا في المستوى رغم الضروف الصعبة التي نعيشها ولكن الطبقة الفقيرة تنتظر الكتير من هدا لكي تتحسن وضعيتهم
https://www.hespress.com/%d8%a8%d8%a7%d9%8a%d8%aa%d8%a7%d8%b3-%d8%a7%d9%84%d8%a5%d8%b9%d9%81%d8%a7%d8%a1-%d8%a7%d9%84%d9%83%d8%a7%d9%85%d9%84-%d9%85%d9%86-%d8%a7%d9%84%d8%b6%d8%b1%d9%8a%d8%a8%d8%a9-%d8%b9%d9%84%d9%89-%d8%a7-1480334.html,Khadija,الخميس 12 دجنبر 2024 - 14:41,نرى ترجمة واضحة لبرنامج الحكومة من خلال إجراءاتها، وهذا يبشر بمستقبل واعد. لكنهم يجب أن يستمروا في تقديم أفضل أداء لخدمة المواطنين.
